coal,v1
1850.5030591970256, 0.11167237845102007
1851.7789474184692, 0.11441799501907979
1852.911631225448, 0.1261815588912616
1854.0453409489505, 0.14239760047643268
1855.2902178489169, 0.15067077207254465
1856.5339951939793, 0.15417187538573018
1857.7771549808078, 0.1549927759646692
1859.0219294564818, 0.16282142613168693
1860.2647247333286, 0.1620603533894367
1861.5069777639214, 0.15894593190492112
1862.5833697153391, 0.17160705056259995
1863.6598490286533, 0.18464731985097704
1864.9510208301526, 0.18950352416724647
1866.1045347592021, 0.2099350818524186
1867.2270404868418, 0.21839314937953969
1868.021827085099, 0.23490807492422416
1868.7599203491943, 0.2505781381284222
1869.780001748553, 0.2640556687710488
1870.984451177806, 0.2752039505049204
1871.4809258229902, 0.2899399142038628
1872.0805737382304, 0.3177676831789038
1873.0734297672636, 0.3356892105688035
1874.3163435349586, 0.33544238810727045
1875.5589610755333, 0.3339099399439447
1876.5770262656063, 0.3386371222869584
1877.595921178519, 0.3469653017530574
1878.5017616206644, 0.355045493932337
1878.9031265956664, 0.3805400299948959
1879.41428675413, 0.3921372464398736
1880.0974266597668, 0.414513941854038
1881.1748255861476, 0.43154533185164334
1881.8754286961673, 0.4479775983145873
1882.3695514319047, 0.4673671361011654
1883.278408871958, 0.4885410991992145
1884.639175846316, 0.5093687778145148
1885.9609370084088, 0.5118061283803129
1886.7909378492666, 0.5302559696297887
1887.53046048692, 0.5521295140754471
1888.4929500981304, 0.5608628920756298
1889.6358963757057, 0.5681247367520826
1890.3573918776538, 0.5880462658114006
1890.8739835241404, 0.595971228285282
1891.5008371389347, 0.6192696293632397
1892.5778718780991, 0.6347204468424786
1893.8200013970452, 0.6310699848111139
1894.7512099264395, 0.6402680276845668
1895.6344650589872, 0.6593076241733808
1896.8237507223716, 0.6715190369252811
1897.9577403290994, 0.6889497717078268
1898.665210809807, 0.7118336452491842
1899.6032896566196, 0.719711823443093
1900.84792857073, 0.7269521364245441
1902.1710909991039, 0.7354709826503751
1903.2923443078316, 0.7510681268647327
1904.5827721524913, 0.7526955584968804
1905.8289243353142, 0.766503457690542
1907.1208216422183, 0.7745083554628976
1908.2113639866095, 0.7586739700543099
1908.7973606479877, 0.7587815525718076
1910.010064700572, 0.7675412567710724
1911.2522303692685, 0.7640476846558587
1912.4974235795496, 0.7736936430182921
1913.4563434029214, 0.7669341417985628
1914.4134055307934, 0.7521122421099622
1915.6572807814296, 0.7560382556127234
1916.9021471377187, 0.764265667649958
1918.0439610996787, 0.7666132625569726
1918.5371154907168, 0.7491062899594372
1919.0576112863237, 0.7311618264854283
1919.2497601196083, 0.7243876214982299
1920.338795822741, 0.7218642774794573
1920.6748146550544, 0.7089607621942535
1921.1784794783935, 0.6880282241991911
1921.941751808623, 0.6767508744680761
1923.0976449746088, 0.6802634084661835
1924.3380483429796, 0.6691214529386084
1925.5793554551071, 0.6619017453148083
1926.650774933064, 0.652982329151924
1927.664091971787, 0.6371025346362046
1928.7340863020247, 0.6219979773725212
1929.3537282867037, 0.6139979037508663
1929.6879452799024, 0.5932744067075109
1930.1798969983956, 0.5759968176642046
1930.7377655869097, 0.5606729337450694
1931.4117540111251, 0.5433321997907675
1932.2151994249364, 0.5273680397194813
1933.3462289983033, 0.5319522297170016
1934.3301047157, 0.5354196253963844
1935.1981421590017, 0.5265573273451587
1936.3966440505922, 0.5297263289276161
1937.2786723509903, 0.5161965618958562
1937.6793216828705, 0.4918796433973186
1938.3342585431649, 0.47942805342607286
1939.4960727274329, 0.49501535077287906
1940.9954767052895, 0.5156627505836066
1942.1610681654865, 0.5364977796481274
1943.177781182758, 0.5353565320322548
1944.0212578724747, 0.5179822465909879
1944.5830381711926, 0.5040666638183247
1945.0396224276674, 0.48897950099201415
1945.5365590042584, 0.4738755446701116
1946.2115564476192, 0.4609139538069472
1947.2268332116432, 0.4535393670968547
1947.6181636722615, 0.43548411073496707
1948.0599985556796, 0.4186587533938789
1948.1209389176688, 0.41069080451557327
1949.0090913682989, 0.3746990079063889
1948.8584325549546, 0.38872931480445494
1950.0304557538539, 0.36105080425116276
1950.9304587764057, 0.34379659539356044
1951.6675145283234, 0.319934683186208
1953.1788226189421, 0.29352735517059836
1953.8335145001256, 0.2741743604301793
1955.0960784185288, 0.2774744560694944
1956.3373102186767, 0.26992789445371324
1957.5783893865457, 0.26171890874751635
1957.5739161896702, 0.24230523430823803
1958.7003641647284, 0.22700528764437122
1959.942316951562, 0.22258780824515711
1961.1832595537076, 0.21378612730016777
1962.4258469694905, 0.2121229375400493
1963.6698201257, 0.2164738612323861
1964.9130853493004, 0.2177523574000989
1966.1555372035195, 0.21550083045441404
1967.001851810015, 0.21044310383241283
1968.6367506249521, 0.1949819309559626
1969.8777113019728, 0.18625869496904868
1971.117938942391, 0.1743540801268506
1972.3607171485226, 0.17351892047975137
1973.60473549192, 0.17806595656727686
1974.8484074002108, 0.18110946429168862
1976.0919889341258, 0.18376074722572266
1977.3343654763653, 0.18118236628805684
1978.5788206292452, 0.18762515552907366
1979.5412851364624, 0.1962495821985959
1980.844566476701, 0.21279381665538777
1982.0885848200985, 0.21734085274291337
1983.3332809713133, 0.22482957475827015
1984.5774798626303, 0.2301601888159056
1985.7423579426513, 0.2283942677415316
1986.5353891421887, 0.2270739208461554
1987.7416737291342, 0.23132592587926326
1989.0559885002747, 0.23122782731317515
1990.268032020238, 0.2350928152104752
1991.4134083822903, 0.22838080572515695
1992.71367724334, 0.2318508805026982
1993.9558700243492, 0.22847497582459775
1995.1983068161726, 0.2261580780805168
