2016.3011270733864, 27.71432872815012
2028.6061568906105, 58.09563821919255
2040.3243682380696, 157.21825727382839
2049.8011196042617, 261.48067521144003
2056.4711410172636, 384.67553210061897
2062.582388180308, 505.0989380433857
2068.916387651574, 628.5622733553137
2072.561236588371, 756.6596875483215
2075.314482813661, 874.1107547423917
2079.063685074247, 1021.6363509394996
2080.798225250525, 1167.025424109258
2083.429709445877, 1309.4405099786013
2085.7181629996157, 1469.996258959791
2087.9011751854305, 1613.8983384793416
2089.5184044214107, 1772.9011517415788
2091.6692698487122, 1998.7774654701986
2091.162340195232, 1863.8022935070503
2093.8171678829203, 2232.220631587348
2093.311721925987, 2093.462033429935
2096.519473860105, 2479.5693314511745
2095.4601145257107, 2325.6440574823296
2097.5778440634676, 2636.016889549529
